Commentaire ID,Texte du commentaire
UgzyzEK8cz8YNpJ1f0J4AaABAg,Elle dit c&#39;est 60%... 99% ne veulent pas d&#39;elle pour représenter la France...
UgzZfjgTiq0qdZxxoAt4AaABAg,C&#39;est pas parce que Jordan Bardella est jeune qu&#39;il faut lui couper la parole et tenter de l&#39;intimider. Ecoeurant ces petites mimiques désapprobatrices et faux sourires... Jalousie ! C&#39;est tout
UgxXdmamTmNvQUGkvAN4AaABAg,Emission et presentateur de merde
UgwPGYfXWPqRT_4k6D94AaABAg,EDITH  PIAF EST D ORIGINE MAROCAINE ! les fachos n ont rien compris !
UgwxuqVLIb50rMJuxhN4AaABAg,Encore un choix de MACRON...<br>Toujours pour insulter les FRANÇAIS<br>Cette nana c&#39;est pas ma came..<br>Qu&#39;elle bande de soumission cette émission
UgxVF605VXGxhiaT2JR4AaABAg,Des putain de fachau jaloux
UgxtZk5-QS8sZWT6OsF4AaABAg,Aya la vilaine malienne ne représente pas du tout la France elle n&#39;a pas sa place aux JO. Elle est tout sauf talentueuse
UgyqPcT37ZSsyoCsPTp4AaABAg,"Moi y en a être d&#39;accort avek le chois de Yaya, moi français ossi."
UgxTPmjoyzyfymWtPXh4AaABAg,"Je suis allé sur un site de musique, j&#39;ai trouver 1441 versions de la chanson mis à tous des sauces. Mais parfois on tomber sur perles  Paola Hermosín youtube   « C&#39;est le 12 octobre 1944 qu&#39;est née La Vie en rose » se souvient Louiguy (Louis Guglielmi, pianiste-compositeur-accompagnateur d&#39;Édith Piaf) le jour du baptême de sa fille Jeanine, dont Édith Piaf était la marraine. La chanson se concrétise l&#39;année suivante : une des amies de Piaf, Marianne Michel, lui demande en 1945 à la terrasse d&#39;un café parisien d&#39;écrire un morceau et lui donne les premières notes et les premiers mots écrits sur un bout de papier. Piaf, qui entretient à cette date une relation amoureuse avec Yves Montand, lui offre l&#39;original de cette ébauche, la toute première version de la chanson (comportant encore des mots de la langue parlée et les fautes d&#39;orthographe) :<br>	Mais s&#39;il me prends [sic] dans ses bras<br>	Qu&#39;il me parle tout bas<br>	Moi j&#39;vois des trucs en rose<br>	Il me dit des mots d&#39;amour<br>	Des mots de tout [sic] les jours<br>	Mais ça m&#39;fait quelques [sic] chose"
UgzvWxaEfksvZAoVSSB4AaABAg,"Jordan........Ce plateau est tout ce que l&#39;on déteste aujourd&#39;hui........laisse les pourrir......A t &#39;y rendre ils existent encore grâce à toi !!!!.........<br>Nne fait pas leur jeu, tu es bien au dessus de tout cela !!!!"
UgxFsHXd4R77WylVjyd4AaABAg,"Eddy Piaf n&#39;a pas de descendants car elle née de père inconnu.  Sa mère est décédée alors que Piaf était enfant.  Cette dernière n&#39;a pas eu d&#39;enfants, donc pas de descendants."
UgxMCWPnMn8jypgVugZ4AaABAg,😂😂😂😂Aya Nakamura 🎉🎉🎉😅
UgxwIInXgg-SVq-0jPl4AaABAg,Elle chante en sms😂
UgwJIX4b3ef5jVOM6wt4AaABAg,"C’est une chanteuse Française et connu mondialement.<br>qui a plus d’argent que vous les politiques et qui payent ses impôts. <br>Si vous la vouliez pas France ils fallait pas lui donner la nationalité FRANÇAISE.<br><br>Le RN et compagnie c’est quoi votre problème vous qui voulez rester dans L Europe et la mondialisation.<br>Au lieu de mentir, critiquer et inciter à la haine les français.<br><br>qu’est-ce que vous faites pour la France ?? et les citoyens à part nous laisser crever !! <br><br>Vive UPR qui aime la France <br>le seul parti qui nous dit la vérité 🗳🗳 et veut sortir de l’Europe.<br>vive la France 🇫🇷"
UgxMYfJ3Ryb1PL7EhDV4AaABAg,Les gens sont sur le dos d&#39;Aya alors que la meuf a juste accepté la proposition de Macron. Elle a dit oui fin de l&#39;histoire ! Si les gens ne sont pas contents ben envoyez vos courriers à votre macron et c&#39;est tout ! Débat inutile sérieux genre il n&#39;y a pas des choses plus grave à gérer !
UgzPQ9zuBo6mk2Eqd114AaABAg,0 (knowledge of the artist wrt other black french artists) + Autotune (-1) + Cover (-1) = -2
Ugw7n86Nvlqi42O9ikR4AaABAg,Bon par contre la linguiste je suis parti vérifier pour daronne elle invente...
UgwWVnfZ_Wl08UsUexl4AaABAg,Imaginez de quoi on parle la… pays de la pedophilie par excellence <br>Concentrez vous sur ce qu’il se passe dans vos maison
Ugzsox6PSF9qaZAiY-Z4AaABAg,Ça va finir avec la remise des palmes académique.😢
UgzW1KJ6waxDzG-qOxR4AaABAg,C est tellement faux😂
Ugx-NzW86QCE516bNit4AaABAg,"Journalistes à la solde de macron, ils sont pitoyables. Dans 3 ans ils retourneront leur chemise. Pôv gens."
Ugy_6WfEhiS2KwkEUDF4AaABAg,Pour moi une personne condamnée pour les faits qu elle a commis ne doit pas représenter la France  mais le macronisme c est l inversion des valeurs bravo
Ugz0ZWbBLgXUzc-HPsR4AaABAg,Si c était un homme qui a été condamné pour violence conjugale ça aurait été un scandale de le choisir mais parceque c est une femme non?!!!<br>L&#39;élu LFI pour violences conjugales vous vouliez le bannir de tout<br><br>2 poids 2 mesures
UgyP3YBiKoO7jMBW4LF4AaABAg,"Arrêtons de débattre, ces cretins de journalistes m insuportent. Pathétique.  Quand ça va se peter la gueule, on va rigoler.Éthas Jones la classe,  nina simone la classe. Aya mon chibre, poki dans ta rondelle c est de la grosse merde pour cassos. Point. Faut être vraiment aveugle pour ne pas voir que la société sombre dans la débilité. Merci de cautionner."
UgyyCfJ6e-uwf2Cv6KR4AaABAg,"elle chanteras un gode dans le cul M D R<a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a>"
Ugy4mLCJIw9YDqSD3wR4AaABAg,"Que l&#39;on aime ou non sa musique, Nakamura est connue à l&#39;international (par exemple aux USA, sur scène de caochella) et donc représente déjà la francophonie et donc la France. <br>Et j&#39;aimerai rappeler que c&#39;est du PIAF qu&#39;elle va chanter, pas une de ses chansons, PIAF ! A l&#39;international, même les personnes qui ne la connaissent pas, que vont il retenir ?? la chanson de PIAF !"
UgwruiWx8ktiIw441T94AaABAg,"Ce n&#39;est pas une émission c&#39;est un interrogatoire! Ce que j&#39;aime dans ce genre d&#39;émission on invite des personnes , on leurs demande de donner leurs  avis et quand ils le donne et que ce n&#39;est pas ce que les journalistes veulent entendre c&#39;est direct l&#39;abattage à 5 contre 1!!! Et je parle pas uniquement sur Mr Bardella!! Le journalisme est tombé bien bas!!"
UgyfkoYoaBagwM74C2F4AaABAg,Il cache mal son racisme 😂😂😂😂😂😂😂😂
UgxeeToO1HyM4Fgz9_54AaABAg,Ta mémé n&#39;importe quoi
Ugz500CD2fApStbQlO54AaABAg,"Pauvre Edith, elle doit en faire des sauts périlleux dans son cercueil, <br>de se voir représenter ainsi par cette grosse daronne...<br>(je précise &quot;daronne&quot; n&#39;est pas péjoratif, comme nous le précise cette linguiste)"
Ugy5Q433BsPlv2Q4sLl4AaABAg,La polémique d un moment dans ce bon pays de facho 😂😂
UgzR6m689P7X57sGM6d4AaABAg,"au delà de ce que l&#39;on peut penser de sa musique , le vrai problème est qu&#39;aya nakamura n&#39;est PAS française elle est malienne! et si elle avait été anglaise ou chilienne ça n&#39;aurait rien changé ; pour représenter la france aux J.O. en tant qu&#39;artiste je pense que le minimum c&#39;est d&#39;être de nationalité française ; couleur de peau on s&#39;en fout"
UgzoO3tUnD4r4LJBB_l4AaABAg,Ah le pognon!!! Ca fait choisir et dire n&#39;importe quoi. Pourquoi pas Oreslan ou Soprano ou Dadju plutôt ? Ou Ninho..... Aya ??? Je ne connaissais même pas...
Ugz7kEx7V4hVEgyt-DV4AaABAg,Il assume pas bardela
UgwfaaQDKpx9J9C2AkZ4AaABAg,C marrant cette manière de ne jamais laissé la parole... vous êtes incroyable les medias!!! Ou est la neutralité journalistique.
Ugy_yf3r7JeNH4dzJ-R4AaABAg,Comme chanteuse de couleur il y a mieux qu&#39;AYA et de loin car la France mérite mieux qu&#39;elle
UgxKJDeEeGIdKtzKgcZ4AaABAg,Il a rapidement tapoté sur son téléphone pour demander à ses conseillers de lui envoyer des arguments 😂😂 ! Bidon <br>Aaah les français et leur hypocrisie.
UgzJCYB0GgvoQgbXGbR4AaABAg,"Pfff!!! Les journaleux sont tous vendus sur ce plateau....c&#39;est à vomir, comparer cette chanteuse à des écrivains comme Céline ??? Normal que nous soyons les bons derniers des pays Européens en termes de niveau d&#39;éducation, les jeunes devraient lire nos écrivains  et arrêter d&#39;écouter des textes écrits style yaourt....ça renverserai la vapeur....."
Ugx1lT-24OXA8k-OpE94AaABAg,Ce n&#39;est pas la peine de faire un tintouin avec Aya ..il y a des urgences à régler en France ...
UgyaAy98TWjvyH3qDrZ4AaABAg,Ce que pensent les Français ? S&#39;ils pensaient &quot;bien&quot; on n&#39; en serait pas là....
UgzIdjh2pIg5skv2vFl4AaABAg,On peut ne pas aimer ce qu&#39;elle fait sans être raciste.
UgzJ8PoIE1sB-ivZvqt4AaABAg,C a vous: collabos
UgziiD07iHSfXDMyYud4AaABAg,"Choisir cette soi disante « chanteuse » est une véritable honte pour les chanteuses françaises talentueuses dont les medias du service public ne parlent jamais. Comme le dit Mme Le Pen, c’est une insulte. Le monde entier va rire de la France à l’ouverture des jeux 🤣"
UgyX9RfA7-FT0cTtnPd4AaABAg,"pas étonnant que plus personne regarde vos émissions. vous êtes incroyable, vous ne posez pas de questions, VOUS IMPOSEZ VOS POINTS DE VUE ! <br>JORDAN VOUS L&#39;A DIT, 73% (dont moi) PENSENT QU&#39;Aya NE REPRÉSENTE PAS LA MUSIQUE ET/OU LA CULTURE FRANÇAISE !!! <br>c&#39;est dingue de le nier sans arrêt et de répondre que ne pas vouloir &quot;n &#39;est qu&#39;une question de peau&quot; !!! nan mais vous vous foutez de qui ??!!!! 😤 <br><br>... et puis nous sortir des intervenants qui vont juste ds votre sens... trop facile. mdr ...moi je vais aller demander à des potes ce qu&#39;ils pensent de votre émission, vous savez ce qu&#39;ils diraient ? bah surement que votre émission est ringard et qu&#39;elle continu est un miracle. lol"
UgzL1daoG6Tysfc4TJV4AaABAg,Ça alors ? Les ayants droit de piaf veulent se faire du fric ? <br>Y&#39;a pas moyen Aya...
Ugwt6zoG1NvFuh4Slnh4AaABAg,Je lui préfère quand même largement la petite Lili BOULANGER . ( je parle juste de musique )  🤔🙂
UgwxCcF3fW528jkywep4AaABAg,Il est tellement ridicule 😂😂<br><br>Va manger un babibel
UgwvwkEZk9ZM-pLOlPp4AaABAg,"il ose pas dire: je veux pas de noire qui nous represente nous les blancs catholique, sinon allez hop direction le tribunal et il le sait!!!"
UgyBCvLs_xuQ9dFd7Xd4AaABAg,"&quot;Faire rayonner et valoriser cette langue avec tous ces accents...&quot; :<br><br>Oh, Djadja<br><br>Y a pas moyen, Djadja<br>J&#39;suis pas ta catin, Djadja, genre, en catchana baby, tu dead ça<br>Oh, Djadja<br>Y a pas moyen, Djadja<br>J&#39;suis pas ta catin, Djadja, genre, en catchana baby, tu dead ça...<br><br>Vous confondez accents et onomatopées.....:-)). Ensuite, après cela, essayez d&#39;enseigner le français aux enfants. Je vous assure qu&#39;y&#39;a pas moyen djadja..."
Ugz5Y8sknQGyGPrez6F4AaABAg,Je n&#39;ai rien contre cette personne mais je ne comprends pas la volonté des dirigeants de mettre systématiquement des personnes issues de minorités. ....y a t il une honte de proposer un où une chanteuse typiquement française ????
Ugy5I2GLO4YaDzgsuTF4AaABAg,🤣😁😂😄 MARINE LA PEINE et ses petits poulains sont vraiment des GUIGNOLS.
UgzWGwu_D9TsN1R3msB4AaABAg,"La France raciste et hypocrite dans toute sa splendeur....voir une femme noire avec autant de succès à travers le monde qui l&#39;aurait cru?!!! Mdr.... pitoyable, ce pays s&#39;enfonce de plus en plus"
Ugy3H869X3R-BMinn9F4AaABAg,"Nakamura , Jul , Djadju et consort c’est surtout de la m*<b>**</b>  autotuné ; Dans le milieu hip hop un choix comme Soprano aurait été bien plus pertinent pour représenter la France au JO , déjà fan de foot ensuite bien plus réfléchit dans ses textes et une carrière qui dure déjà depuis plus de 20 ans avec un panel de morceaux qui peuvent federer et parler à tout le monde … Un artiste devrait déjà avant tout être choisit pour chanter ses chansons pas des titres d’artistes dont les 3/4 des gens aujourd’hui n’ont jamais écouté voir ne connaissent même pas mais bon dans la génération « wokisme » il faut des femmes et comme les auditeurs sont devenus en parallèle skatophile et bien évidemment le choix Nakamura était logique ; elle concilie brillamment les 2 dans cette génération égarée avec des tenues provocantes (on copie l’américanisme à la perfection) et des titres à l’écriture de niveau CP … Kery James , Youssoupha , Soprano ou encore Keny Arkana (si il faut une femme) c’est quand même intellectuellement autre chose pour rassembler …!!! 😅"
UgxU4xAKuV1OyIPS9MV4AaABAg,"si on est objectif, beaucoup de gens pensent comme le RN (pas mois)) alors pourquoi ? si elle n’était pas black, une partie de ces gens ((pas tous))) ne penseraient-ils pas la même chose ? <br><br>TOUS les racistes de l’histoire sont ceux qui voient Aya par le prisme de sa couleur de peau.(Et là, on ne se limite plus au RN)⭕️<br><br>triste de ne pas adhérer à son art parce qu’elle est noire et tout aussi triste d’y adhérer pour la même raison."
UgzZ9oDTLAnedZ-JFuR4AaABAg,Est-ce que c’est pas une forme de phénomène de mode c’est-à-dire que aujourd’hui sincèrement si t’es pas black métissé etc. t’es pas à la mode t’es has-been.
UgxtNLeO-mstKQhYkuJ4AaABAg,"Au moins, ce qui est sûr, c’est que si on avait le moindre doute sur le positionnement politique de l’émission, on est fixé maintenant. 🎉"
Ugw8KkfvVl0jkYZz5Kl4AaABAg,Qui c&#39;est  ?
Ugw8mBwUr0qyoCFYqdl4AaABAg,la famille piaf valide sans connaitre XD chanteuse mondial qu&#39;en france XD qui ne chante pas francais ni anglais XD double disque platine avec 200 000 vente la bonne blague ...
Ugz2EHgSSwszourPGiJ4AaABAg,700000 € pour chanter une chanson
Ugw7tm5fHMC141qs06J4AaABAg,Pour moi c est vraiment un partie extrême droite
UgwVDpeK1r8ZS0h3ZNx4AaABAg,Bardella est nom purement italien et il est italien de souche. Ce n&#39;est pas parce qu&#39;il a une peau blanche qui fait de lui plus français qu&#39;elle.<br>Ce sont le plus souvent les non français de souche qui sont les plus racistes
UgxZWThqUxG3yJm3TDF4AaABAg,"Trop de racisme Aya est française elle a le droit de chanter aux jeux olympique, et puis demander l&#39;avis à l&#39;extreme droite sur ce qu&#39;ils pensent d&#39;une femme noire c&#39;est une blague ! C&#39;est automatiquement du racisme ! Les gars ils ne savent même pas voter contre les lois qui protégerai les francais de la guerre, ils votent toujours abstention, mais ouvrent toujours leurs bouches pour parler de Aya car c&#39;est facile de la critiquer !"
UgwaLjRdqNNJ-B_10md4AaABAg,"Les athlètes  de couleurs  , s&#39;il vous plaît,  boycottez  les jeux .. c&#39;est  une question  de fierté  .. merci"
Ugzjy4nj62vIFQvb4MZ4AaABAg,N importe quoi   !!!!🤮🤮🤮
UgyCUhEovYYFEjRg8hd4AaABAg,Évidemment et comme d’habitude  dans cette émission il n’y a pas de contre poids !. Donc pas de débat!. Est ce que ces chroniqueurs ont lu les paroles de ses chansons  et surtout ce que cela veut dire???…
UgwayktWLtaXNziuwE54AaABAg,Dites moi c est une japonaise cette femme. Y a pas l air 😅😅😅😅😂😂😂😂😂😂
UgxgvZ01k9lUc3KuTSp4AaABAg,"C&#39;est surtout une provocation volontaire faîte pour diviser un peu plus les peuples. Vous croyez vraiment qu&#39;en la choisissant, ils ne savaient pas ce que ça allait déclancher ? Si elle avait pour 2 sous de bon sens, d&#39;elle même, elle devrait se retirer voyant qu&#39;elle a été complètement manipulée."
UgyvWBTkTEQ895Tr-954AaABAg,"Bardella, franchement ton avis tu peux le garder, car toi meme tu insultes les immigrés. <br>Va chanter en français et revient mondialement connu, si tu y arrives."
UgwwuJE4ki2jLsm0r5x4AaABAg,"RIEN QUE POUR CES COMMENTAIRE J&#39;AI CHANGE DAVIS A VOTER FN , HONTEUX"
UgxHsu_im8VdOPjxLld4AaABAg,"Je sais pas pourquoi le RN viennent encore chez les hypocrites gauchistes de C à vous vu que c&#39;est le clash à chaque fois et des questions posées de manière ultra agressives pour essayer de leur faire dire ce qu&#39;ils ont envie &quot;gnagnagna vous l&#39;aimez pas parce qu&#39;elle est noire donc vous êtes racistes&quot;<br><br>Et ils insistent sur leur argument complètement naze du &quot;elle a du succès&quot; oui mais tu peux avoir du succès et faire de la mauvaise musique (cf Justin Bieber, Bigflo et Oli ou d&#39;autres qui pourtant ne sont pas noirs), tu peux avoir du succès et ne pas être apprécié par les gens qui ont vu tes clips ou écouté ta musique sur les applications ou sur YouTube, tu peux être suivi sur les réseaux par des gens qui te détestent (même si là c&#39;est plus malsain pour les personnes qui le font) ou par des randoms sans âme ou par des bots et à l&#39;inverse tu peux faire de la musique super efficace ou très bonne sans être ou chercher à être connu<br><br>Mais c&#39;est objectivement complètement délirant de la part de Macron ne serait-ce que d&#39;avoir l&#39;idée de faire interpréter du Piaf par Aya Nakamura, pourquoi pas par JUL, Faf la Rage ou par Dupont-Moretti tant qu&#39;à y être ?"
Ugz5Fd5vATweQhPbd7x4AaABAg,M en tape la france n existe plus
UgyfGEL_EswO-0Jlj5h4AaABAg,Et pourquoi pas l&#39;envoyer chanter à l&#39;Eurovision LOL. Dans allez 10 20 ans on aura oublié sa discographie au contraire heureusement d&#39;autres vraies célébrités françaises.
UgxJbBMUgRXGPdzKP9Z4AaABAg,"Perso je trouve cette personne  et ses vidéos vulgaires et je n’aime pas ses chansons, cependant  j’aimerais bien la voir chanter du piaf cela pourrait donner une autre facette d’elle, et voir de quoi elle est capable d’un point de vue musical."
Ugxde2HSGDbbCnGCCr14AaABAg,moi je sais ce que cherche l extreme droite c est pas quelle chante aux jo elle sen tape la lepen elle veut juste faire qu on oublie ca trahisson envers le monde agricole en votant le libre echange de merde qui risque non seulement d afflaibir encore pour les agriculteurs mais risque de fermer encore des sucreries je le dit haut et fort honte a lepen
UgxkHANczvnHO8cuABp4AaABAg,aya kakamura
UgxAPohjZqheAu6Xe554AaABAg,C&#39;est l&#39;avant-garde du grand remplacement Ptdr 😂 C&#39;était bien visé de la part de Macron.
UgyIFqT1lA-ZcsgKOvh4AaABAg,"Je ne comprenais pas donc j&#39;ai écouté sa discographie. <br><br>Je n&#39;ai pas trouvé de chanson qui parle d&#39;autre chose que de relation entre elle et les mecs... Avec un intérêt prononcé pour le côté sexuel.<br><br>J&#39;ai l&#39;impression que  toutes ses chansons ont exactement le même thème... Même si ce thème est assez central notamment lors de l&#39;adolescence, sur 3 albums ça fait beaucoup quand même non ?<br>Et même en ne restant que sur ce thème il n&#39;y a que de l&#39;attirance (souvent basé sur le sexe) mélangé à de violentes disputes verbales."
Ugw_sbC5RYvZtIx7A1l4AaABAg,On ne l&#39;aime pas nous sommes d&#39;extrême droite. Allez vous faire foutre le service public. Et l&#39;autre footeux qui se l&#39;a joue journaliste politique. Bouffon
Ugxp0khBICixji552sd4AaABAg,.<br><b>trop de racisme chez les français frustrés</b>
UgzhBGZQLQ6wKVKeam94AaABAg,Les gauchistes c&#39;est une maladie mentale pfff
UgzanBFUU20b6iHaHhR4AaABAg,Il cherche toujours à démolir mr bardella
Ugy-0KvSj7WEbr90K0J4AaABAg,France télévision faut vraiment qu&#39;on leur coupe les vivres y&#39;en a marre de payer des impôts pour ces raclures
Ugyy6vJxUXbq642DR_J4AaABAg,Je pense qu&#39;il n&#39;a pas dû resté souvent pour manger au dîner de cons !
UgxabFQm_OJAKtJlsB14AaABAg,BRAVO Jordan DEHORS cette soit disant chanteuse anti France 🤢
UgyJIXOZrmuAvF75Fu54AaABAg,Bardella le dauphin rougit comme une tomate quand il s&#39;exprime 🤣🤣
Ugwo7dmzLUR418AR7Ix4AaABAg,"Pour les JO il faut que Lagaff reprenne &quot; Tirlipinpon sur  le Chihuahua&quot; de Carlos comme ça ce sera impec !!! <a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a>"
Ugzfg5tdo7DPDLJ2-b14AaABAg,"Ma pauvre France, que j&#39;aime tant"
UgzmD0vObpp7kO44rzh4AaABAg,"Ne critiquons pas maintenant, on verra quand elle chantera le jour J  🥴"
UgynTzpB77PWxKKMBtV4AaABAg,chanteuse  vulgaire...ne m&#39;inspire pas..
UgzMcszrunrsauR4S4d4AaABAg,"Il vient tout juste de dire que l&#39;art n&#39;est pas subjectif 😂😂😂 le bardela!!!!  Sachant que TPMP est l&#39;émission la plus regardée par les français moi je me fierai pas trop à leur avis 😂😂😂. <br>Pour info les J.O c&#39;est un évènement international, on pourrait prendre une indienne mondiale connu pour chanter que ça serait normal, mais bon on sait en réalité ce qui dérange avec Aya Nakamura c&#39;est pas sa musique ou quoi que ce soit, c&#39;est juste que pour les français elle ne veut pas rester dans la case dans laquelle on veut l&#39;enfermer, et ça ça led rend aigris. Désolé mais au bout d&#39;un moment il faut utiliser les termes clairement. Évidemment pas tous les french mais il y en a beaucoup quand même"
Ugx0AuJaRn-5HVsdN8h4AaABAg,Nakamoura se croit au Mali <br>Elle plaît aux jeunes kassos pas les jeunes intellectuels <br>Ne pas congondre une chanteuse et une chansonnette 😮😮😮😅<br>On a vu ca avec Diams la flamme s est vite etrinte 😅😅😅😅😅😅😅😊
UgzTRbtMFDZ4GsTGXz14AaABAg,Heureusement que ce n&#39;est pas la Marseillaise sinon qui l&#39;a chanterait😮
UgxXGAa4HjZzJ_5iqBB4AaABAg,"Et toi Nakamura , tu ne serais pas raciste ? 🤔"
UgwuKobY14fj1EiOcbB4AaABAg,Jordan Bardella est un raciste. Car il n’a même pas un nom d’origine Française. Mais il est vu plus Français qu’ Aya Nakamura. Donc la vérité est que la couleur de peau joue toujours un rôle dans l’identité d’être Français. Elle ne joue pas ce rôle seulement quand les Noirs jouent le foot pour la France à la coupe du monde. <br>La réalité est que Aya Nakamura est trop noire or foncée pour représenter la France.
UgzGJCbL1QuOkqjR9CR4AaABAg,"Aznavour n&#39;etait pas Français, pourtant il à enrichit la langue de ses textes. Nakamura (et pardon quelle soit dans le même phrase que le Grand Aznavour,)  affaiblit la langue Française. Donc Non je ne veux pas voir cette dame chanter pour la France.."
UgwslqGMIouNvQWHvx94AaABAg,"Les héritières de Piaf? En quoi c&#39;est une référence? Elles doivent s&#39;en taper et surtout on a dû bien les briefer avant. Aya Nakamura cadre bien, je trouve, avec ces jeux là: A côté de la plaque sur toute la ligne, la chanteuse, l&#39;affiche, l&#39;organisation, l&#39;ambiance, tout est réuni pour avoir les J.O les plus pourris de l&#39;histoire."
UgxJHbAt_uPoCvMZS7F4AaABAg,"N’importe quoi, personnellement je n’aime pas ce genre de musique encore moins son style musical ni vestimentaire. <br>La vulgarité et devenue une habitude et la norme !!!! <br>Désolée, je n’aime pas alors arrêter de lui trouver des excuses ! <br>Je vote à gauche je le signale alors arrêtez de tout mettre sur le dos du racisme. Soit on aime, soit pas du tout !<br>Ces journalistes pathétique, ras le bol"
UgxPZacfJPOTzEpJAk14AaABAg,Elle est artificielle et vulgaire
UgzLvSuZQlFdiRndw6J4AaABAg,C est du racism 😢😢😢
UgzfZkXQqSVlEV1Udyx4AaABAg,Pourquoi ces journalistes se mettent en colere ? Chacun son avis .
UgwdtuoYXsxYIrOt_9l4AaABAg,Pour pas mourir idiote je viens d’écouter un extrait de ses meilleurs titres 😂😂😂😂
UgwxRCUd-NPJXcrZCLh4AaABAg,"&quot;Les natifs&quot;???? Les rarara ! (Les radins rageux racistes) C du métissage, que ça vs plaise ou non! Oui, elle représente la France, on est en 2024"
UgzHQsNSmwxk6K2jEFJ4AaABAg,Mr Jordan a tout à fait raison.
UgxqPeNLtcP1mTy-Y9p4AaABAg,😂 elle représente notre ’’douce France &#39;’ ?
UgxwLVoAMJCdc_AQ-qJ4AaABAg,Ces deux présentateurs qu&#39;elle médiocrité.
UgxGNOwR94QnLCCu6FN4AaABAg,Je trouve que Marine Lapen a raison.....
UgxJtE0sWd9zTQ1Y6GF4AaABAg,"Allez on détourne encore la une des infos avec des pecatilles pendant que les Français se retrouvent dans la rue, que les travailleurs se privent de manger pour pouvoir nourrir leurs enfants!!!! Je ne parle pas des guerres ou des milliers d&#39;enfants meurent sous les bombes ...et tout le reste!!!"
Ugyjtf_8-5V3LJyi4754AaABAg,"Les jeux olympiques sont un rassemblement international pas uniquement français, donc pas de problème, c&#39;est même s&#39;ouvrir au monde....difficile pour les chauvins, pour ceux qui ne voient que leur nombril, c&#39;est sûr !😆"
UgyEXDVM7B-GVgVxOCF4AaABAg,"Si on avait un doute sur l&#39;orientation politique ou d&#39;intérêt de cette émission, c&#39;est pas la cohenxistence pacifique,  le catéchisme selon Lemoine et les mots pour le dire de Momo😅.<br>Et ce d&#39;autant plus flagrant que les personnes spécialisées sont savamment choisies.<br>Il suffit d&#39;en trouver d&#39;autres (compétents en musique) c&#39;est facile et ils sont nombreux pour dire le contraire <br>Eloge de l&#39;objectivité journalistique au service de qui!"
UgwKGbd2yhECMLg5d-t4AaABAg,Macron provoque encore le peuple français et les médias continue le jeux en prenant un malin plaisir. Le mot raciste est fait pour détruire l&#39;homme Blanc il ne faut plus ce soumettre a ce mot. Les français sont pas racistes. Teddy Riner en porte drapeau y a zéro débat pourtant sa couleur de peau n&#39;est pas blanche. Il sorte le mot raciste pour nous imposer leurs idées. <br>Aya ne représente que le nivellement vers les profondeurs de l&#39;absurdité. Faut continuer a revendiqué macron bientôt plus la courage mdr
UgzHF8n0c2YjMyxPgbV4AaABAg,Je connais aucune de ses chansons ! et je suis Franco Malien !
UgyeXmBGnfi_iw6MJsB4AaABAg,"En 2018, elle était pas française. Simple recherche de 30 secondes sur Wikipédia. Merci la propagande gauchiste !!!"
UgxsBF_evYCuB8V3AEJ4AaABAg,&quot;c a vous&quot; qui milite pour qu&#39;une condamnée pour violence conjugale représente la France... Et en même temps : met au pilori ceux qui ne comprenne pas metoo... 🤣🤣🤣🤣🤣 l&#39;indigence journalistique.... 😂😂😂😂😂
UgwYz0_Kxc6p4vr9o614AaABAg,"Si les héritières de Piaf valident, Bardella peut aller faire un selfie"
Ugx7-scu2n8xfGTI30J4AaABAg,les ayants droits ont dut recevoir un sacré cheque!!!!
Ugz2-uS-8WpF345zUG54AaABAg,"Pffff l&#39;équipe de C à vous à foutre à la poubelle , autant je peux adorer certains des invités autant je déteste cette équipe de bobos qui se prend pour le nombril du monde avec une démagogie démesurée, hé s&#39;il vous plaît un peu de modestie, d&#39;humilité les trouducs !! En plus la présentatrice ,la pauvre, qui est une pâle copie d&#39;Anne Sophie lapix qui se complet et se conforte en plus dans son second rôle et que l&#39;on déteste en plus, pour les deux du coups !! Autant Anne Sophie excelle dans son arrogance autant sa copie sonne faux dans un sourire bête comme si elle était joviale et sympathique , c&#39;est pathétique !!"
Ugy40jEOoQp7SpqyyQx4AaABAg,Je ne sais pas qui est le plus raciste. Y a pas de blancs dans les clips d’Aya Nakamura (ou alors faut bien les chercher).
UgwxcHBkIjZO5RW3wxN4AaABAg,Ta plus de chance d&#39;avoir un tracé d&#39;un arbre généalogique dans une partouze que dans la famille de yaya
UgwzjDciI5rk9ErwHYJ4AaABAg,"L&#39;entourage,la vulgarité, le language, en effet cela ressemble bien à ce qu&#39;on reçoit en France. Il ne lui manque que le caddie et l&#39;épis de mais dans le métro."
UgybnBl6Qs8IIkqnsrt4AaABAg,La soupe de phalanges qu’ils méritent tous ....
UgyuVf4jPdwX--HPpLB4AaABAg,ET PAN! 😂<br>JORDAN VITE ❤🇨🇵🇨🇵🇨🇵
